NUM_WEEK,NUM_YEAR,ID_WORKER,TYPE
26,2014,199,depot
27,2014,199,depot
28,2014,199,depot
29,2014,199,depot
30,2014,199,depot
31,2014,199,depot
32,2014,199,depot
33,2014,199,depot
34,2014,199,depot
35,2014,199,depot
36,2014,199,depot
26,2014,200,cagnes
27,2014,200,cagnes
28,2014,200,cagnes
29,2014,200,cagnes
30,2014,200,cagnes
31,2014,200,cagnes
32,2014,200,cagnes
33,2014,200,cagnes
34,2014,200,cagnes
35,2014,200,cagnes
36,2014,200,cagnes
26,2014,201,"Maladie / AT"
27,2014,201,"Maladie / AT"
28,2014,201,"Maladie / AT"
29,2014,201,"Maladie / AT"
30,2014,201,"Maladie / AT"
31,2014,201,"Maladie / AT"
32,2014,201,"Maladie / AT"
33,2014,201,"Maladie / AT"
34,2014,201,"Maladie / AT"
35,2014,201,"Maladie / AT"
36,2014,201,"Maladie / AT"
26,2014,208,cagnes
27,2014,208,cagnes
28,2014,208,cagnes
29,2014,208,cagnes
30,2014,208,cagnes
31,2014,208,cagnes
32,2014,208,cagnes
33,2014,208,cagnes
34,2014,208,cagnes
35,2014,208,cagnes
36,2014,208,cagnes
26,2014,209,depot
27,2014,209,depot
28,2014,209,depot
29,2014,209,depot
30,2014,209,depot
31,2014,209,depot
32,2014,209,depot
33,2014,209,depot
34,2014,209,depot
35,2014,209,depot
36,2014,209,depot
26,2014,210,cagnes
27,2014,210,cagnes
28,2014,210,cagnes
29,2014,210,cagnes
30,2014,210,cagnes
31,2014,210,cagnes
32,2014,210,cagnes
33,2014,210,cagnes
34,2014,210,cagnes
35,2014,210,cagnes
36,2014,210,cagnes
26,2014,211,depot
27,2014,211,depot
28,2014,211,depot
29,2014,211,depot
30,2014,211,depot
31,2014,211,depot
32,2014,211,depot
33,2014,211,depot
34,2014,211,depot
35,2014,211,depot
36,2014,211,depot
26,2014,213,cagnes
27,2014,213,cagnes
28,2014,213,cagnes
29,2014,213,cagnes
30,2014,213,cagnes
31,2014,213,cagnes
32,2014,213,cagnes
33,2014,213,cagnes
34,2014,213,cagnes
35,2014,213,cagnes
36,2014,213,cagnes
26,2014,214,cagnes
27,2014,214,cagnes
28,2014,214,cagnes
29,2014,214,cagnes
30,2014,214,cagnes
31,2014,214,cagnes
32,2014,214,cagnes
33,2014,214,cagnes
34,2014,214,cagnes
35,2014,214,cagnes
36,2014,214,cagnes
26,2014,215,cagnes
27,2014,215,cagnes
28,2014,215,cagnes
29,2014,215,cagnes
30,2014,215,cagnes
31,2014,215,cagnes
32,2014,215,cagnes
33,2014,215,cagnes
34,2014,215,cagnes
35,2014,215,cagnes
36,2014,215,cagnes
26,2014,216,cagnes
27,2014,216,cagnes
28,2014,216,cagnes
29,2014,216,cagnes
30,2014,216,cagnes
31,2014,216,cagnes
32,2014,216,cagnes
33,2014,216,cagnes
34,2014,216,cagnes
35,2014,216,cagnes
36,2014,216,cagnes
26,2014,218,cagnes
27,2014,218,cagnes
28,2014,218,cagnes
29,2014,218,cagnes
30,2014,218,cagnes
31,2014,218,cagnes
32,2014,218,cagnes
33,2014,218,cagnes
34,2014,218,cagnes
35,2014,218,cagnes
36,2014,218,cagnes
26,2014,219,cagnes
27,2014,219,cagnes
28,2014,219,cagnes
29,2014,219,cagnes
30,2014,219,cagnes
31,2014,219,cagnes
32,2014,219,cagnes
33,2014,219,cagnes
34,2014,219,cagnes
35,2014,219,cagnes
36,2014,219,cagnes
26,2014,227,depot
27,2014,227,depot
28,2014,227,depot
29,2014,227,depot
30,2014,227,depot
31,2014,227,depot
32,2014,227,depot
33,2014,227,depot
34,2014,227,depot
35,2014,227,depot
36,2014,227,depot
26,2014,232,dépot
27,2014,232,dépot
28,2014,232,dépot
29,2014,232,dépot
30,2014,232,dépot
31,2014,232,dépot
32,2014,232,dépot
33,2014,232,dépot
34,2014,232,dépot
35,2014,232,dépot
36,2014,232,dépot
26,2014,239,depot
27,2014,239,depot
28,2014,239,depot
29,2014,239,depot
30,2014,239,depot
31,2014,239,depot
32,2014,239,depot
33,2014,239,depot
34,2014,239,depot
35,2014,239,depot
36,2014,239,depot
26,2014,248,"Maladie / AT"
27,2014,248,"Maladie / AT"
28,2014,248,"Maladie / AT"
29,2014,248,"Maladie / AT"
30,2014,248,"Maladie / AT"
31,2014,248,"Maladie / AT"
32,2014,248,"Maladie / AT"
33,2014,248,"Maladie / AT"
34,2014,248,"Maladie / AT"
35,2014,248,"Maladie / AT"
36,2014,248,"Maladie / AT"
26,2014,253,depot
27,2014,253,depot
28,2014,253,depot
29,2014,253,depot
30,2014,253,depot
31,2014,253,depot
32,2014,253,depot
33,2014,253,depot
34,2014,253,depot
35,2014,253,depot
36,2014,253,depot
26,2014,255,depot
27,2014,255,depot
28,2014,255,depot
29,2014,255,depot
30,2014,255,depot
31,2014,255,depot
32,2014,255,depot
33,2014,255,depot
34,2014,255,depot
35,2014,255,depot
36,2014,255,depot
26,2014,260,cagnes
27,2014,260,cagnes
28,2014,260,cagnes
29,2014,260,cagnes
30,2014,260,cagnes
31,2014,260,cagnes
32,2014,260,cagnes
33,2014,260,cagnes
34,2014,260,cagnes
35,2014,260,cagnes
36,2014,260,cagnes
26,2014,262,cagnes
27,2014,262,cagnes
28,2014,262,cagnes
29,2014,262,cagnes
30,2014,262,cagnes
31,2014,262,cagnes
32,2014,262,cagnes
33,2014,262,cagnes
34,2014,262,cagnes
35,2014,262,cagnes
36,2014,262,cagnes
